Notes,Ten-Year Age Groups,Ten-Year Age Groups Code,State,State Code,County,County Code,Race,Race Code,Year,Year Code,Deaths,Population,Crude Rate
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2003,2003,21,111666,18.8
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2004,2004,14,114588,Unreliable
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2005,2005,27,118116,22.9
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2006,2006,18,120703,Unreliable
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2007,2007,17,121832,Unreliable
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2008,2008,14,121727,Unreliable
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2009,2009,16,122567,Unreliable
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2010,2010,18,123243,Unreliable
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2011,2011,22,125174,17.6
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2012,2012,25,124158,20.1
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2013,2013,29,123884,23.4
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2014,2014,22,123957,17.7
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2015,2015,21,124640,16.8
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2016,2016,40,124799,32.1
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2017,2017,30,124744,24
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2018,2018,37,122533,30.2
,55-64 years,55-64,New York,36,"New York County, NY",36061,White,2106-3,2019,2019,52,121286,42.9
,55-64 years,55-64,New York,36,"Niagara County, NY",36063,White,2106-3,2014,2014,11,29672,Unreliable
,55-64 years,55-64,New York,36,"Onondaga County, NY",36067,White,2106-3,2012,2012,13,54039,Unreliable
,55-64 years,55-64,New York,36,"Onondaga County, NY",36067,White,2106-3,2014,2014,12,55847,Unreliable
,55-64 years,55-64,New York,36,"Onondaga County, NY",36067,White,2106-3,2015,2015,13,56665,Unreliable
,55-64 years,55-64,New York,36,"Onondaga County, NY",36067,White,2106-3,2016,2016,16,57168,Unreliable
,55-64 years,55-64,New York,36,"Onondaga County, NY",36067,White,2106-3,2017,2017,14,57485,Unreliable
,55-64 years,55-64,New York,36,"Onondaga County, NY",36067,White,2106-3,2018,2018,14,57414,Unreliable
,55-64 years,55-64,New York,36,"Onondaga County, NY",36067,White,2106-3,2019,2019,16,57047,Unreliable
,55-64 years,55-64,New York,36,"Orange County, NY",36071,White,2106-3,2016,2016,16,40885,Unreliable
,55-64 years,55-64,New York,36,"Orange County, NY",36071,White,2106-3,2017,2017,12,41378,Unreliable
,55-64 years,55-64,New York,36,"Orange County, NY",36071,White,2106-3,2018,2018,16,41258,Unreliable
,55-64 years,55-64,New York,36,"Orange County, NY",36071,White,2106-3,2019,2019,13,41415,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,Black or African American,2054-5,2011,2011,13,55627,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,Black or African American,2054-5,2016,2016,18,64611,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,Black or African American,2054-5,2017,2017,13,66679,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,Black or African American,2054-5,2018,2018,20,66722,30
,55-64 years,55-64,New York,36,"Queens County, NY",36081,Black or African American,2054-5,2019,2019,20,67265,29.7
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2003,2003,11,123204,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2004,2004,11,124489,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2005,2005,11,125913,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2006,2006,12,127408,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2007,2007,16,128612,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2008,2008,18,129448,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2009,2009,16,131365,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2010,2010,10,133370,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2011,2011,19,137304,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2012,2012,17,138292,Unreliable
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2013,2013,25,139727,17.9
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2014,2014,20,141134,14.2
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2015,2015,25,143005,17.5
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2016,2016,28,142738,19.6
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2017,2017,31,143518,21.6
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2018,2018,39,140979,27.7
,55-64 years,55-64,New York,36,"Queens County, NY",36081,White,2106-3,2019,2019,29,139234,20.8
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2011,2011,12,49982,Unreliable
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2012,2012,13,50083,Unreliable
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2013,2013,11,50640,Unreliable
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2014,2014,13,50894,Unreliable
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2015,2015,13,51418,Unreliable
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2016,2016,12,51864,Unreliable
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2017,2017,21,51977,40.4
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2018,2018,14,51702,Unreliable
,55-64 years,55-64,New York,36,"Richmond County, NY",36085,White,2106-3,2019,2019,19,51349,Unreliable
,55-64 years,55-64,New York,36,"Rockland County, NY",36087,White,2106-3,2019,2019,14,30172,Unreliable
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2006,2006,14,149479,Unreliable
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2007,2007,13,152029,Unreliable
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2008,2008,16,153139,Unreliable
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2009,2009,16,157189,Unreliable
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2010,2010,20,161124,12.4
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2011,2011,33,167075,19.8
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2012,2012,40,167812,23.8
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2013,2013,47,171787,27.4
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2014,2014,23,175913,13.1
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2015,2015,31,180693,17.2
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2016,2016,42,184892,22.7
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2017,2017,69,189034,36.5
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2018,2018,53,191065,27.7
,55-64 years,55-64,New York,36,"Suffolk County, NY",36103,White,2106-3,2019,2019,42,193180,21.7
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2007,2007,13,85920,Unreliable
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2011,2011,15,95423,Unreliable
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2012,2012,15,96258,Unreliable
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2013,2013,20,98126,20.4
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2014,2014,14,99602,Unreliable
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2015,2015,14,101183,Unreliable
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2016,2016,16,102023,Unreliable
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2017,2017,15,102798,Unreliable
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2018,2018,15,102460,Unreliable
,55-64 years,55-64,New York,36,"Westchester County, NY",36119,White,2106-3,2019,2019,10,102697,Unreliable
,65-74 years,65-74,New York,36,"Bronx County, NY",36005,Black or African American,2054-5,2018,2018,19,44220,Unreliable
,65-74 years,65-74,New York,36,"Bronx County, NY",36005,Black or African American,2054-5,2019,2019,16,45692,Unreliable
,65-74 years,65-74,New York,36,"Bronx County, NY",36005,White,2106-3,2016,2016,10,47541,Unreliable
,65-74 years,65-74,New York,36,"Bronx County, NY",36005,White,2106-3,2017,2017,12,49705,Unreliable
,65-74 years,65-74,New York,36,"Bronx County, NY",36005,White,2106-3,2018,2018,13,49888,Unreliable
,65-74 years,65-74,New York,36,"Bronx County, NY",36005,White,2106-3,2019,2019,16,50579,Unreliable
,65-74 years,65-74,New York,36,"Kings County, NY",36047,Black or African American,2054-5,2017,2017,11,76716,Unreliable
,65-74 years,65-74,New York,36,"Kings County, NY",36047,Black or African American,2054-5,2019,2019,12,78740,Unreliable
,65-74 years,65-74,New York,36,"Kings County, NY",36047,White,2106-3,2016,2016,10,94876,Unreliable
,65-74 years,65-74,New York,36,"Kings County, NY",36047,White,2106-3,2017,2017,14,100110,Unreliable
,65-74 years,65-74,New York,36,"Monroe County, NY",36055,White,2106-3,2019,2019,10,65468,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,Black or African American,2054-5,2017,2017,14,26041,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,Black or African American,2054-5,2018,2018,11,26024,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,Black or African American,2054-5,2019,2019,17,26563,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,White,2106-3,2013,2013,19,90561,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,White,2106-3,2015,2015,12,94129,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,White,2106-3,2016,2016,11,96769,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,White,2106-3,2017,2017,12,103106,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,White,2106-3,2018,2018,18,102712,Unreliable
,65-74 years,65-74,New York,36,"New York County, NY",36061,White,2106-3,2019,2019,24,104323,23
,65-74 years,65-74,New York,36,"Queens County, NY",36081,White,2106-3,2016,2016,14,97733,Unreliable
,65-74 years,65-74,New York,36,"Queens County, NY",36081,White,2106-3,2018,2018,20,103381,19.3
,65-74 years,65-74,New York,36,"Queens County, NY",36081,White,2106-3,2019,2019,11,105560,Unreliable
,65-74 years,65-74,New York,36,"Suffolk County, NY",36103,White,2106-3,2012,2012,10,108929,Unreliable
,65-74 years,65-74,New York,36,"Suffolk County, NY",36103,White,2106-3,2017,2017,11,125861,Unreliable
,65-74 years,65-74,New York,36,"Suffolk County, NY",36103,White,2106-3,2019,2019,12,129585,Unreliable
---,,,,,,,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2019",,,,,,,,,,,,,
Query Parameters:,,,,,,,,,,,,,
Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44); Drug poisonings (overdose) Suicide (X60-X64);,,,,,,,,,,,,,
Drug poisonings (overdose) Homicide (X85); Drug poisonings (overdose) Undetermined (Y10-Y14),,,,,,,,,,,,,
Race: American Indian or Alaska Native; Asian or Pacific Islander; Black or African American; White,,,,,,,,,,,,,
States: New York (36),,,,,,,,,,,,,
Ten-Year Age Groups: 5-14 years; 15-24 years; 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years; 85+,,,,,,,,,,,,,
years,,,,,,,,,,,,,
Group By: Ten-Year Age Groups; State; County; Race; Year,,,,,,,,,,,,,
Show Totals: Disabled,,,,,,,,,,,,,
Show Zero Values: False,,,,,,,,,,,,,
Show Suppressed: False,,,,,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,,,,,
---,,,,,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,,,,,,,
---,,,,,,,,,,,,,
"Query Date: Dec 9, 2021 10:52:17 PM",,,,,,,,,,,,,
---,,,,,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,,,,,,,
"1999-2019 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2019, as",,,,,,,,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Dec 9, 2021 10:52:17 PM",,,,,,,,,,,,,
---,,,,,,,,,,,,,
Messages:,,,,,,,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,,,,,
2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,,,,,
---,,,,,,,,,,,,,
Caveats:,,,,,,,,,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision.,,,,,,,,,,,,,
2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality.,,,,,,,,,,,,,
3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,,,,,,,
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,",,,,,,,,,,,,,
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:",,,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated.,,,,,,,,,,,,,
5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the,,,,,,,,,,,,,
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis",,,,,,,,,,,,,
of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin,,,,,,,,,,,,,
"are inconsistent between these two data sources, death rates will be biased. More information:",,,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences.,,,,,,,,,,,,,
"6. The population figures for year 2019 are bridged-race estimates of the July 1 resident population, from the Vintage 2019",,,,,,,,,,,,,
"postcensal series released by NCHS on July 9, 2020. The population figures for year 2018 are bridged-race estimates of the July",,,,,,,,,,,,,
"1 resident population, from the Vintage 2018 postcensal series released by NCHS on June 25, 2019. The population figures for",,,,,,,,,,,,,
"year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017 postcensal series released by NCHS",,,,,,,,,,,,,
"on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the",,,,,,,,,,,,,
"Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race",,,,,,,,,,,,,
"estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The",,,,,,,,,,,,,
"population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal",,,,,,,,,,,,,
"series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident",,,,,,,,,,,,,
"population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are",,,,,,,,,,,,,
"bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13,",,,,,,,,,,,,,
"2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011",,,,,,,,,,,,,
"postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population",,,,,,,,,,,,,
"figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal",,,,,,,,,,,,,
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts.",,,,,,,,,,,,,
Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age,,,,,,,,,,,,,
groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from,,,,,,,,,,,,,
"previously published reports, due to use of the population estimates which were available at the time of release.",,,,,,,,,,,,,
